ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,AGE_SEG,proba_logreg,pred_logreg,proba_logreg_aligned,pred_logreg_aligned,proba_xgb,pred_xgb,proba_xgb_aligned,pred_xgb_aligned
12417W16YB,25,M,1376233,146,1,0.909116447,1,0.487670683,0,0.6968352,1,0.616478,1
27411F87HA,44,M,950114,373,3,0.94861719,1,0.765989105,1,0.911434,1,0.8445184,1
70046X78YY,61,F,767232,333,2,0.606165022,1,0.262006401,0,0.42571697,0,0.22698902,0
52585M38RQ,30,F,1118223,176,1,0.80070107,1,0.35869649,0,0.5401176,1,0.48347107,0
77526D79FA,25,F,1160408,430,3,0.969465972,1,0.807103943,1,0.8955136,1,0.6427446,1
23979K28JN,64,F,1908422,313,2,0.963264084,1,0.583953963,1,0.3539714,0,0.41726223,0
79829A16LY,35,F,696045,229,2,0.634586769,1,0.313025359,0,0.52043533,1,0.4860531,0
70248G60DZ,30,F,973545,391,3,0.949325266,1,0.762264998,1,0.9070713,1,0.8380735,1
08644J66ZJ,32,M,1478507,420,3,0.987664786,1,0.867116419,1,0.9264795,1,0.79669946,1
72192Y55ZZ,33,M,909505,303,2,0.788771075,1,0.411728524,0,0.62740403,1,0.493789,0
48886O56GD,52,F,373235,293,2,0.387966211,0,0.242326311,0,0.37942234,0,0.07509232,0
18357A77BD,25,M,868998,447,3,0.949345964,1,0.787706554,1,0.9300504,1,0.8374505,1
01333I53ZV,51,M,789882,245,2,0.691934369,1,0.331992586,0,0.57558787,1,0.4423116,0
68786K99LT,50,F,1453294,250,2,0.90749214,1,0.453054808,0,0.4369907,0,0.51973766,1
58576F14BD,62,M,328895,406,3,0.758761231,1,0.63059191,1,0.79795027,1,0.13001831,0
43789F91OK,52,M,633761,97,1,0.531059372,1,0.250235297,0,0.45737875,0,0.06618625,0
91753K77MG,34,M,985464,233,2,0.817131304,1,0.428757341,0,0.6356012,1,0.44718617,0
83090L54NX,65,M,1370519,107,1,0.861448051,1,0.373779598,0,0.32923475,0,0.46047494,0
69480F71GP,36,F,1320257,153,1,0.861713697,1,0.392924234,0,0.33949128,0,0.25563633,0
38974U06IG,46,M,1178042,319,2,0.863302263,1,0.448687942,0,0.5926694,1,0.51751935,1
91500M23UP,26,M,811881,240,2,0.76000821,1,0.404246547,0,0.7214065,1,0.5652476,1
20091A30OR,61,M,1184551,675,4,0.976298582,1,0.84039958,1,0.8250777,1,0.9360632,1
27646O05MY,44,M,1338858,10,1,0.879727535,1,0.424487025,0,0.49624813,0,0.503431,1
81063F02GK,54,M,1967257,478,3,0.995313588,1,0.914703915,1,0.9025956,1,0.95155495,1
17695X97IS,64,F,1370876,69,1,0.836728953,1,0.329686885,0,0.31354538,0,0.46012446,0
21063T99BR,36,M,1645318,99,1,0.945462675,1,0.542156862,1,0.618038,1,0.57368726,1
62603A75HS,65,M,1014632,454,3,0.944582598,1,0.732601607,1,0.8219042,1,0.88731015,1
38460M98SI,35,M,630599,637,4,0.932445094,1,0.803553639,1,0.9453322,1,0.6134244,1
11359B31GV,28,M,1081457,994,4,0.978946677,1,0.871639377,1,0.91529775,1,0.8894358,1
52242R93GR,52,F,797242,272,2,0.648043722,1,0.286689423,0,0.33311653,0,0.19385059,0
80265G75FM,58,M,1000289,68,1,0.726511145,1,0.303782804,0,0.34317377,0,0.32152253,0
23728V88NF,42,F,946010,112,1,0.694075607,1,0.287947213,0,0.26218042,0,0.12878467,0
66461X05RV,32,M,836955,654,4,0.960013817,1,0.832433628,1,0.917999,1,0.8649098,1
17280J29ZT,35,F,784926,470,3,0.916699742,1,0.710805963,1,0.9381585,1,0.80408484,1
70352F84TB,32,M,1410869,225,2,0.930210373,1,0.545461086,1,0.62925524,1,0.52176404,1
07914Y78OE,48,F,1399545,164,1,0.868829521,1,0.377918449,0,0.34343007,0,0.3294036,0
24472T17ZV,38,F,1087318,76,1,0.772191807,1,0.329243801,0,0.35488656,0,0.27015403,0
75230I95HL,53,F,1951353,435,3,0.994084319,1,0.895786839,1,0.9137272,1,0.9569182,1
39435E72FX,62,F,1211533,151,1,0.778409227,1,0.301973287,0,0.3168179,0,0.4808845,0
37370X59UE,39,F,1599830,176,1,0.924008423,1,0.464047271,0,0.32999733,0,0.31500962,0
13620M59BO,40,M,1829594,313,2,0.972097271,1,0.667792856,1,0.62425214,1,0.56322646,1
16328E26JF,55,F,809325,174,1,0.580694068,1,0.229376505,0,0.34122458,0,0.21860147,0
81773F19TN,30,M,1168977,162,1,0.848647055,1,0.422320372,0,0.67708063,1,0.61364883,1
87627Q70QU,52,M,1615436,116,1,0.930421232,1,0.484201549,0,0.38117793,0,0.45398718,0
51541M28IO,63,M,476253,806,4,0.871456866,1,0.731538795,1,0.91684425,1,0.42663595,0
75651I15GT,58,F,1713443,860,4,0.99243932,1,0.893970027,1,0.7479646,1,0.93994504,1
72657V20TB,32,F,1084275,320,2,0.826765926,1,0.40974614,0,0.6127414,1,0.4974784,0
53177Z46QZ,40,F,1269865,437,3,0.972354036,1,0.797951433,1,0.9100199,1,0.77697784,1
84989E60NK,38,M,904173,482,3,0.946309797,1,0.76895918,1,0.9301537,1,0.8198281,1
18738K94ZL,58,M,1313900,419,3,0.975136346,1,0.804286586,1,0.7862656,1,0.7669406,1
60189V76VW,32,M,1246232,43,1,0.869353776,1,0.436974136,0,0.69536144,1,0.6311155,1
60142U56YN,54,F,458619,234,2,0.434332095,0,0.24280336,0,0.46816194,0,0.10474929,0
82770S79DW,34,F,1139270,125,1,0.801786355,1,0.35411691,0,0.4628689,0,0.37806958,0
44905W47NV,64,M,872465,995,4,0.947786726,1,0.781453622,1,0.77577764,1,0.7837293,1
19874H29RJ,57,M,395714,222,2,0.437509864,0,0.27201926,0,0.4699125,0,0.07070496,0
49670Y74TX,46,F,910129,338,2,0.723826017,1,0.329238363,0,0.50004095,1,0.3385775,0
13136F16UW,39,F,1501132,223,2,0.926253539,1,0.498045376,0,0.5708403,1,0.49993336,0
99765P48XC,56,M,367934,466,3,0.788056657,1,0.654854719,1,0.8059946,1,0.15537876,0
76432S59UM,45,F,1126453,52,1,0.775293424,1,0.322230427,0,0.28282347,0,0.27322713,0
50692C65OQ,29,F,815282,244,2,0.715242433,1,0.348755149,0,0.65339136,1,0.43332353,0
32656O35AG,25,F,1183654,457,3,0.971149811,1,0.81157578,1,0.8955136,1,0.6415613,1
65357R33JL,30,M,814189,93,1,0.696732203,1,0.329173479,0,0.67708063,1,0.41237572,0
61381X22MC,32,F,800823,112,1,0.638626071,1,0.27723691,0,0.5404109,1,0.3088874,0
07883B82GP,33,M,1298608,397,3,0.980524582,1,0.843743333,1,0.92616355,1,0.74417317,1
63528J06ZZ,27,M,634014,919,4,0.938525571,1,0.81808738,1,0.92545336,1,0.5394966,1
16999P44FV,65,F,1564963,158,1,0.891935184,1,0.374557395,0,0.31021646,0,0.40436912,0
84305D93YF,38,F,1281069,249,2,0.879596542,1,0.446442335,0,0.6193246,1,0.46995792,0
78359C10SG,48,M,1834692,381,3,0.993905047,1,0.903541599,1,0.9312085,1,0.95089644,1
02516W09PD,45,F,1039916,578,4,0.965552045,1,0.812677835,1,0.90020305,1,0.7822646,1
38686Q36HZ,27,F,963230,325,2,0.78853385,1,0.393551728,0,0.66108835,1,0.4456272,0
88868S62FC,64,F,1634230,246,2,0.929367691,1,0.47582198,0,0.3539714,0,0.39578688,0
49966D71CG,45,M,1547862,326,2,0.941836244,1,0.545056059,1,0.5683177,1,0.5427753,1
99812M34IA,57,F,1924596,217,2,0.96732582,1,0.609212442,1,0.33073416,0,0.4242252,0
29372I06JX,29,M,1147516,474,3,0.973013839,1,0.828632023,1,0.93134916,1,0.8025165,1
72710X47TS,31,F,1062665,367,3,0.958628841,1,0.776387783,1,0.9112058,1,0.7381582,1
77897H16PN,65,M,1734746,673,4,0.993667983,1,0.908130861,1,0.7447711,1,0.8891929,1
81414P63QD,64,F,1237346,480,3,0.960900697,1,0.744027848,1,0.77757204,1,0.7394252,1
31045L43BM,40,F,1027252,281,2,0.790384029,1,0.373172283,0,0.5540384,1,0.27379566,0
09013D96VD,35,M,1360667,261,2,0.919018648,1,0.525147395,1,0.6544545,1,0.5074201,1
04472U21IO,45,M,1371657,94,1,0.887035232,1,0.429391633,0,0.5170833,1,0.5099176,1
57731P14JD,45,M,1412838,641,4,0.988758152,1,0.887550523,1,0.9338144,1,0.8871147,1
82371L00XN,50,F,1342794,416,3,0.974127413,1,0.790556121,1,0.8925796,1,0.78089756,1
27292C07GI,26,F,1010729,645,4,0.970081339,1,0.839813531,1,0.8992482,1,0.7883199,1
81584Z40FA,44,F,980186,457,3,0.941893851,1,0.733013766,1,0.9082213,1,0.8339398,1
39589M68FB,27,F,1037531,86,1,0.772474896,1,0.345312739,0,0.5508183,1,0.25507653,0
39542H91XI,63,F,1403448,565,4,0.982706244,1,0.838163088,1,0.76284665,1,0.89675754,1
04043E80WG,45,M,1567694,410,3,0.988539285,1,0.861835543,1,0.9181632,1,0.90889066,1
19666K16AI,50,F,1001034,108,1,0.703785527,1,0.280407628,0,0.26038846,0,0.14122808,0
71162X07VQ,31,M,1065549,426,3,0.966296871,1,0.810528828,1,0.92604744,1,0.79759496,1
85481O84WG,57,F,379870,20,1,0.314868452,0,0.186037669,0,0.46918756,0,0.06910319,0
28907H62VL,40,M,805353,374,3,0.930717454,1,0.743600687,1,0.9159347,1,0.8014437,1
40534V47LI,62,M,1449345,214,2,0.912201881,1,0.468700706,0,0.40470302,0,0.48924989,0
99634D80NU,64,F,799687,333,2,0.617335408,1,0.259620185,0,0.3539714,0,0.19729933,0
98354F50NM,51,M,1422736,165,1,0.892840761,1,0.424067443,0,0.39248937,0,0.48312837,0
50120M60JW,35,F,674778,13,1,0.554243943,1,0.2535307,0,0.3511983,0,0.28547522,0
40906F25EF,52,F,734870,254,2,0.611493408,1,0.277956123,0,0.40173024,0,0.24070545,0
79430B72OE,40,F,893568,180,1,0.670493093,1,0.280387704,0,0.3044897,0,0.13714238,0
49799P68WG,57,M,512874,46,1,0.440961395,0,0.226660384,0,0.46052822,0,0.071426,0
62718V60IR,58,F,1295096,833,4,0.978649917,1,0.83175795,1,0.7479646,1,0.90774477,1
37658L60PA,37,F,1503841,177,1,0.907186591,1,0.434692537,0,0.31369096,0,0.26678208,0
56128V13TC,42,F,1120577,481,3,0.959368954,1,0.766187262,1,0.9104427,1,0.78783303,1
81760V36ZD,36,M,1814159,408,3,0.994408438,1,0.912451062,1,0.9332582,1,0.9117173,1
57882D18OH,31,M,937276,325,2,0.803834024,1,0.425046757,0,0.6305041,1,0.45927116,0
49372V92BB,59,F,1711782,365,3,0.988485347,1,0.846841899,1,0.7986896,1,0.9073492,1
70769Q48IG,49,F,1029876,273,2,0.773832746,1,0.349744925,0,0.43210313,0,0.3168452,0
63457L44RR,43,M,1746977,606,4,0.995227869,1,0.928552752,1,0.90625364,1,0.92746586,1
31540J61AT,38,M,1935771,370,3,0.995779908,1,0.924697868,1,0.9301537,1,0.9357138,1
89570E48LP,37,F,1092385,192,1,0.77643325,1,0.333205842,0,0.31369096,0,0.26266867,0
61261J50XP,50,M,1482727,322,2,0.928449926,1,0.512495937,1,0.5157269,1,0.5433092,1
00066X39WP,63,F,1258939,119,1,0.796427015,1,0.309097813,0,0.31217852,0,0.48309654,0
58738D68LV,27,F,1098629,19,1,0.798346553,1,0.36110252,0,0.5508183,1,0.4644638,0
66145T58WJ,34,M,803080,597,4,0.955645163,1,0.823477879,1,0.9228742,1,0.90201014,1
75977H01SC,31,F,1187966,152,1,0.825569519,1,0.376031229,0,0.54083115,1,0.46683735,0
38934E04IO,40,F,1568948,300,2,0.93640625,1,0.515445971,1,0.5540384,1,0.5155816,1
09109L96NC,35,M,1295314,223,2,0.905913864,1,0.509347871,1,0.6544545,1,0.47844142,0
26238S94KR,50,M,1612463,24,1,0.931423171,1,0.488351376,0,0.47453642,0,0.5808291,1
23821A37BG,37,M,1005439,866,4,0.971927313,1,0.849414559,1,0.9206648,1,0.83395165,1
44775R45RV,37,F,1133714,257,2,0.836110173,1,0.410604449,0,0.5501158,1,0.46649706,0
45107M29AP,62,F,1207349,544,4,0.972302667,1,0.81310462,1,0.7687184,1,0.91244453,1
04724R00AJ,27,F,1119850,708,4,0.976837671,1,0.854179298,1,0.8939539,1,0.79114443,1
74601W26FV,57,F,1500888,266,2,0.910713796,1,0.446223975,0,0.33073416,0,0.43624884,0
63972P11JV,25,M,865055,636,4,0.965436547,1,0.847557019,1,0.9069544,1,0.7509426,1
84739M66RL,58,M,989957,27,1,0.721318125,1,0.301562396,0,0.34317377,0,0.32652533,0
43353N11TR,50,F,1418922,260,2,0.899975317,1,0.444450869,0,0.4369907,0,0.5071379,1
50506Y21AX,54,M,1372817,483,3,0.979436385,1,0.819970356,1,0.9025956,1,0.82363737,1
59134C82JR,41,F,852619,952,4,0.948257135,1,0.787727319,1,0.8972571,1,0.8232409,1
45010L81XZ,36,F,1023555,320,2,0.796418731,1,0.383127238,0,0.5540597,1,0.26847023,0
63560O51RR,36,M,1520009,141,1,0.926739697,1,0.492331509,0,0.618038,1,0.5533956,1
24192R33NU,65,F,437377,340,2,0.390684454,0,0.219235768,0,0.42563665,0,0.07328545,0
43787B07NW,45,M,1919912,18,1,0.968919356,1,0.623181516,1,0.5170833,1,0.5345703,1
64523S87CC,65,M,664930,352,2,0.582619649,1,0.279716416,0,0.37035516,0,0.43310615,0
58364J70ZO,26,M,1036276,409,3,0.965772772,1,0.814566856,1,0.92688996,1,0.8416376,1
41511L14ST,55,F,1547375,969,4,0.988949337,1,0.868809651,1,0.85175896,1,0.9299312,1
19699K53ZZ,40,M,1921853,317,2,0.977746482,1,0.699162432,1,0.62425214,1,0.5739032,1
44751M30YO,47,M,1010324,106,1,0.755663019,1,0.3334553,0,0.52896446,1,0.2924944,0
18108F80AT,43,F,1565871,55,1,0.914243174,1,0.435756845,0,0.25879565,0,0.252843,0
46255W90YJ,48,M,1122868,148,1,0.802271359,1,0.35961781,0,0.57073313,1,0.60855794,1
02930T02TC,27,M,884552,297,2,0.789838701,1,0.421382883,0,0.68447644,1,0.5359097,1
00624R77XI,54,M,1384646,355,2,0.906390889,1,0.476144047,0,0.41832688,0,0.4665234,0
30107E89GD,44,F,982608,500,3,0.942226315,1,0.733469556,1,0.9082213,1,0.8339398,1
26918X52NH,43,F,1062749,5,1,0.750503025,1,0.310657205,0,0.25879565,0,0.26834998,0
43568E98VF,28,F,603323,83,1,0.529673955,1,0.259700612,0,0.48904178,0,0.1332213,0
13794M72NH,31,M,1087960,80,1,0.818876355,1,0.395570367,0,0.6835818,1,0.6083611,1
96750G80KR,30,F,752649,183,1,0.615694359,1,0.274979092,0,0.42982045,0,0.27605313,0
77999H93OW,56,M,1368149,51,1,0.872713737,1,0.39777429,0,0.37780893,0,0.5085986,1
77480Y64OZ,38,F,1425336,277,2,0.913047597,1,0.480184576,0,0.6193246,1,0.50483716,1
00081M18VP,38,M,1802623,195,1,0.961776523,1,0.599233494,1,0.6188282,1,0.5254695,1
13800V68JK,48,M,953180,961,4,0.963953803,1,0.825179972,1,0.89656687,1,0.8598175,1
03010U03RO,38,M,1626124,575,4,0.993903311,1,0.918945609,1,0.9281197,1,0.9425037,1
35254Q93FA,62,M,1799203,30,1,0.949790563,1,0.529858977,1,0.35063714,0,0.38859874,0
63606O64YC,40,F,945263,415,3,0.939568483,1,0.735049345,1,0.9100199,1,0.82574135,1
00541V60IG,30,F,861277,132,1,0.677978502,1,0.296554442,0,0.5401176,1,0.32400477,0
07242M67JA,57,M,301240,173,1,0.316588967,0,0.205981345,0,0.4552695,0,0.056126323,0
26931Z90LF,31,M,723360,264,2,0.705257687,1,0.373964219,0,0.47363797,0,0.47173682,0
35413V25EI,39,M,1444481,449,3,0.985465835,1,0.852944842,1,0.9141785,1,0.82706606,1
39667E67ZG,25,M,1448973,297,2,0.940835905,1,0.574643855,1,0.6833518,1,0.54234594,1
87696N74HV,45,F,1081567,540,4,0.968871163,1,0.819639519,1,0.90020305,1,0.89209324,1
43301M56PL,57,F,1243961,479,3,0.964398072,1,0.760310624,1,0.8237448,1,0.8150885,1
43232W47LO,46,M,1522588,286,2,0.937583692,1,0.534123867,1,0.5926694,1,0.562674,1
22660H04TK,30,F,521712,785,4,0.90051592,1,0.767696278,1,0.89894,1,0.5676804,1
84503L22CL,36,M,1217740,434,3,0.97542098,1,0.828717436,1,0.9332582,1,0.8519063,1
45592S78HK,53,F,306625,981,4,0.801690138,1,0.693068528,1,0.9005934,1,0.44765428,0
98360L15QI,53,M,1491009,311,2,0.927530535,1,0.506257369,1,0.44554898,0,0.43688652,0
34693J93YF,36,M,1161238,349,2,0.871694132,1,0.472138958,0,0.64566404,1,0.53814584,1
71532I72FN,63,M,824749,191,1,0.617249309,1,0.253461355,0,0.3431379,0,0.27467537,0
28301S40FA,65,F,1361847,349,2,0.867666408,1,0.389502989,0,0.33011448,0,0.42563665,0
51846K29HH,62,F,398368,180,1,0.312473589,0,0.178380312,0,0.45400712,0,0.07238942,0
06848K24KD,45,M,1377983,684,4,0.987740888,1,0.884305283,1,0.9338144,1,0.9150279,1
50501D34CT,60,M,1258077,147,1,0.832330845,1,0.362437961,0,0.3602378,0,0.5333444,1
22429J01TB,59,F,1724668,743,4,0.992563607,1,0.894671341,1,0.7694029,1,0.92034984,1
13367A24JK,55,F,309566,1,1,0.282680662,0,0.180146977,0,0.49187952,0,0.054549653,0
00407I91WJ,62,F,876594,490,3,0.910322704,1,0.665381266,1,0.84048223,1,0.8924177,1
24461U04OK,44,F,1513348,379,3,0.984116316,1,0.827595757,1,0.9082213,1,0.81013614,1
21553E37ED,64,F,476117,79,1,0.350666738,0,0.178395368,0,0.43059698,0,0.07709169,0
05642U44XR,33,M,1378182,624,4,0.989313159,1,0.897738672,1,0.91854334,1,0.85918814,1
68200T02AD,64,F,1550583,20,1,0.889537678,1,0.372890047,0,0.31354538,0,0.41468695,0
18080D60UK,42,F,1327462,460,3,0.975446267,1,0.803128084,1,0.9104427,1,0.7910219,1
70702E28MG,54,F,573049,104,1,0.43608898,0,0.203766802,0,0.3758919,0,0.11404217,0
77705N59YE,46,M,1469126,119,1,0.90841229,1,0.450165781,0,0.5255289,1,0.512863,1
87854N64HT,49,F,1297484,671,4,0.980826824,1,0.846125355,1,0.81354034,1,0.8355456,1
99232D26DP,46,M,1398532,317,2,0.916636109,1,0.502533629,1,0.5926694,1,0.56121945,1
92241A27LS,41,M,1313178,377,3,0.979434195,1,0.833234513,1,0.9207123,1,0.81452936,1
86302L89AX,39,M,1245302,119,1,0.859629502,1,0.417034245,0,0.5786984,1,0.5278675,1
76588A60MG,30,M,643568,251,2,0.664480295,1,0.364381836,0,0.5298427,1,0.49491218,0
80638H12IT,36,F,913216,426,3,0.937580888,1,0.736983495,1,0.92050356,1,0.8305231,1
31792P16WH,27,M,1399443,410,3,0.985820742,1,0.864457745,1,0.92411464,1,0.8066022,1
90361C09XO,45,F,1206146,251,2,0.848063357,1,0.409360474,0,0.47291574,0,0.4378746,0
54705G71ZK,32,M,894998,227,2,0.784583452,1,0.410504623,0,0.62925524,1,0.489866,0
05049M56DG,56,F,1731074,1018,4,0.992928612,1,0.898750047,1,0.7652249,1,0.9031421,1
44865U78FH,27,M,1143869,245,2,0.878264882,1,0.492837972,0,0.68447644,1,0.5345881,1
59083I31DR,28,F,740125,38,1,0.613695761,1,0.277845326,0,0.39189506,0,0.3350823,0
87893S78NF,52,M,1564165,886,4,0.991646379,1,0.8960149,1,0.85489345,1,0.94021165,1
62234C14II,38,F,1545096,672,4,0.990846398,1,0.889372979,1,0.90045893,1,0.8453206,1
23897Y40DS,31,F,760153,313,2,0.681198183,1,0.33286187,0,0.54108834,1,0.39886189,0
52038I32KO,65,F,500018,537,4,0.851308678,1,0.685741547,1,0.8993155,1,0.50852585,1
12945Q64LH,63,M,1443099,191,1,0.884214063,1,0.395674945,0,0.3431379,0,0.48968318,0
39268W22LX,57,F,1437554,243,2,0.896887076,1,0.429104991,0,0.33073416,0,0.44886595,0
35471G76UG,64,F,1359440,270,2,0.868293858,1,0.391665093,0,0.3539714,0,0.45174152,0
78986Y34LL,26,F,737750,787,4,0.942263323,1,0.798789045,1,0.83953905,1,0.809009,1
25277V52IX,40,M,1147094,96,1,0.82544855,1,0.388152263,0,0.54520947,1,0.5414179,1
41394W58VX,45,F,1519364,748,4,0.989428831,1,0.877775003,1,0.90020305,1,0.9019935,1
44360Z28XM,65,F,1154152,434,3,0.951709081,1,0.723775727,1,0.77846384,1,0.7466855,1
58433A17EQ,41,F,1100307,66,1,0.7718537,1,0.325134157,0,0.29138055,0,0.26571524,0
17410U78UB,55,F,1481750,445,3,0.980548146,1,0.803497115,1,0.89090914,1,0.8188746,1
27203N99ER,33,M,1358489,15,1,0.897158115,1,0.460396669,0,0.69530874,1,0.6148047,1
25300U65BS,63,M,532380,384,3,0.8383644,1,0.649799552,1,0.8997842,1,0.1386534,0
71992J85YN,25,M,739081,415,3,0.931120534,1,0.766383011,1,0.86583906,1,0.8470687,1
35279G74SB,40,M,1475490,60,1,0.915256792,1,0.469106795,0,0.54520947,1,0.5061636,1
86171K75DZ,31,F,562042,438,3,0.868060806,1,0.689677429,1,0.8954056,1,0.4917408,0
49923V91YL,40,F,952697,460,3,0.940621323,1,0.736734986,1,0.9100199,1,0.82815194,1
05740F40AZ,27,M,886788,281,2,0.7907706,1,0.421993013,0,0.68447644,1,0.5359097,1
42094Z98UP,61,M,1530344,717,4,0.989927835,1,0.881314242,1,0.8250777,1,0.93303233,1
85228N57EN,25,M,1353943,353,2,0.926045015,1,0.552352699,1,0.6833518,1,0.43241853,0
94154Z44NU,62,M,968184,53,1,0.700596033,1,0.287713944,0,0.35063714,0,0.29592252,0
19794H91ML,49,M,1567342,728,4,0.991991792,1,0.899568285,1,0.8685654,1,0.93500096,1
46781D31RD,39,M,961628,64,1,0.75003787,1,0.343625763,0,0.5786984,1,0.3174426,0
38706Q35TK,56,F,1951088,156,1,0.96028398,1,0.552990506,1,0.30680227,0,0.38197604,0
35522O66PN,38,F,1469441,148,1,0.898595616,1,0.422312237,0,0.35488656,0,0.26191851,0
58501S87ZY,39,M,1667443,314,2,0.959084582,1,0.610179838,1,0.6541931,1,0.6490069,1
68060Z09ZI,51,F,769244,290,2,0.634499507,1,0.285111072,0,0.49854642,0,0.30165857,0
19374S29GY,29,M,1495256,739,4,0.992374015,1,0.911978645,1,0.91814613,1,0.8848216,1
77753Q39DF,55,F,787517,154,1,0.567284156,1,0.225688036,0,0.4470681,0,0.2235255,0
18506S81LE,39,F,1443925,601,4,0.988090663,1,0.876605718,1,0.8769378,1,0.7471724,1
83898E58UC,37,F,906979,412,3,0.935969146,1,0.733268467,1,0.8984567,1,0.81257385,1
49387Y64LH,58,M,1702590,334,2,0.953638432,1,0.571627226,1,0.39567986,0,0.5192457,1
80461T14ZD,62,M,1403160,70,1,0.874795718,1,0.389155778,0,0.35063714,0,0.51869684,1
18225X09XH,52,M,1607516,413,3,0.988757503,1,0.861495654,1,0.8746941,1,0.91169095,1
15030H51WX,53,F,335351,62,1,0.300840279,0,0.187856847,0,0.44782943,0,0.07511639,0
89642Y08VS,59,F,1504760,349,2,0.909624735,1,0.441491001,0,0.34535176,0,0.46137035,0
60692C30RP,56,F,847326,180,1,0.601006777,1,0.235000842,0,0.30680227,0,0.22300695,0
62665L30QJ,30,F,720114,465,3,0.908293912,1,0.713186983,1,0.89312464,1,0.8043173,1
05557G72WN,55,M,1711690,30,1,0.942711327,1,0.51456028,1,0.41802326,0,0.54723024,1
65563E08PP,41,F,1229660,149,1,0.824061882,1,0.359151295,0,0.29138055,0,0.2854193,0
77178P32LG,35,F,1047858,429,3,0.955193764,1,0.765174638,1,0.9070538,1,0.8165815,1
73770N83RF,65,M,913583,295,2,0.722894587,1,0.32722556,0,0.38677856,0,0.39120996,0
88793D71VV,34,F,540947,477,3,0.857695854,1,0.679493375,1,0.9016584,1,0.3608624,0
59475R21CQ,40,F,894168,331,2,0.729591985,1,0.340565642,0,0.5540384,1,0.36064485,0
20219E00BG,53,M,848763,877,4,0.951014407,1,0.798094453,1,0.8739941,1,0.90565825,1
28614U02ZQ,64,F,569745,452,3,0.820956292,1,0.604314923,1,0.8580326,1,0.12643208,0
84618M68ST,28,M,1100010,467,3,0.970030049,1,0.821778416,1,0.91967314,1,0.75720805,1
65969U98LQ,50,F,1244466,230,2,0.852986215,1,0.404338394,0,0.4369907,0,0.4933152,0
99556Q83YM,26,M,765153,286,2,0.737924696,1,0.394647947,0,0.72767574,1,0.4840339,0
99842S05GD,39,F,1025521,292,2,0.79157039,1,0.375472708,0,0.5708403,1,0.27119824,0
95716X69EH,30,M,724919,417,3,0.92489345,1,0.754098557,1,0.85655457,1,0.82604194,1
21558V11ML,65,F,1840068,976,4,0.994029566,1,0.904860597,1,0.7933155,1,0.90047693,1
09533H35CE,65,F,1247895,231,2,0.831165145,1,0.364241698,0,0.33011448,0,0.41449812,0
33298G69CR,26,M,1271289,375,3,0.98075239,1,0.850900708,1,0.92688996,1,0.77633005,1
54442X53JZ,37,F,1559993,28,1,0.918412588,1,0.450774955,0,0.31369096,0,0.2689909,0
63272Y05CU,39,M,1159664,351,2,0.867321012,1,0.463073354,0,0.6541931,1,0.5481169,1
15212S93EB,35,F,911157,369,3,0.937951523,1,0.73863049,1,0.9070538,1,0.8282493,1
33022S99VD,49,F,968660,474,3,0.936967044,1,0.719442391,1,0.89506316,1,0.8327766,1
93874U23IM,29,M,697304,427,3,0.920769735,1,0.752589218,1,0.9155284,1,0.8444435,1
32326R58GR,65,F,644686,829,4,0.891748104,1,0.704037479,1,0.89051116,1,0.8710937,1
18936G77SS,52,F,1273607,185,1,0.821686619,1,0.339744811,0,0.3137721,0,0.37460467,0
71250N17TS,62,M,656044,496,3,0.877464487,1,0.669447814,1,0.89607346,1,0.8347644,1
97082V47UG,47,F,1409159,499,3,0.978748428,1,0.806178698,1,0.93113035,1,0.8098188,1
57651R25OA,34,F,869318,188,1,0.672299495,1,0.288728466,0,0.4628689,0,0.27134433,0
29446A49ZM,33,M,1128337,632,4,0.980153301,1,0.871604775,1,0.91854334,1,0.8783228,1
15664R89JC,43,F,1240630,492,3,0.969294644,1,0.787874219,1,0.9067236,1,0.80828524,1
40571T58CP,32,M,611670,921,4,0.93162049,1,0.806894225,1,0.9520983,1,0.6466481,1
68180M44BJ,26,F,1097917,431,3,0.964057079,1,0.793088891,1,0.9004898,1,0.6664439,1
43929I02LF,58,F,1907255,203,2,0.96553743,1,0.600470422,1,0.34961647,0,0.4677425,0
46643O97YL,36,F,1305240,241,2,0.888197441,1,0.457391685,0,0.5540597,1,0.45750478,0
14228T53XS,25,M,973180,13,1,0.784023632,1,0.383355419,0,0.6968352,1,0.45504585,0
10421Q60XR,59,F,568614,433,3,0.828870018,1,0.617887665,1,0.8904913,1,0.18593962,0
73855N70IF,25,F,993478,87,1,0.756688528,1,0.340419568,0,0.52884734,1,0.29228464,0
56600S10XM,46,F,1569395,248,2,0.932231592,1,0.498295693,0,0.50004095,1,0.47964108,0
54945V52BE,48,F,1394649,97,1,0.867419914,1,0.377049389,0,0.34343007,0,0.30908316,0
62832E68XS,56,M,721838,561,4,0.931643725,1,0.773282584,1,0.9351917,1,0.90462065,1
88445B52VY,31,F,668588,277,2,0.629252181,1,0.319153825,0,0.5468437,1,0.44606674,0
88718Z20WR,43,M,1718336,8,1,0.950533015,1,0.551778001,1,0.50022155,1,0.55147547,1
47635D03GG,29,M,1281667,108,1,0.882773212,1,0.453714834,0,0.69207776,1,0.6007772,1
04930P07AV,57,M,1756670,114,1,0.947385687,1,0.526568702,1,0.34138262,0,0.4355475,0
